time; Fan; Charger; Hair dryer; Lamp; Toaster; Vacuum; Water kettle; 
1636630858.386508; 0; 0; 0; 0; 0; 0; 0; 
1636630859.4124804; 0; 0; 0; 0; 0; 0; 0; 
1636630860.4406302; 0; 0; 0; 0; 0; 0; 0; 
1636630861.4677222; 0; 0; 0; 0; 0; 0; 0; 
1636630862.494666; 1; 0; 0; 0; 0; 0; 0; 
1636630863.5209858; 1; 0; 0; 0; 0; 0; 0; 
1636630864.5504; 1; 0; 0; 0; 0; 0; 0; 
1636630865.5819259; 1; 0; 0; 0; 0; 0; 0; 
1636630866.6114967; 1; 0; 0; 0; 0; 0; 0; 
1636630867.6404428; 1; 0; 0; 0; 0; 0; 0; 
1636630868.6700807; 1; 0; 0; 0; 0; 0; 0; 
1636630869.6973696; 1; 0; 0; 0; 0; 0; 0; 
1636630870.725286; 1; 0; 0; 0; 0; 0; 0; 
1636630871.7552834; 0; 0; 0; 0; 0; 0; 0; 
1636630872.7854292; 0; 0; 0; 0; 0; 0; 0; 
1636630873.8114667; 0; 0; 0; 0; 0; 0; 0; 
1636630874.837098; 0; 0; 0; 0; 0; 0; 0; 
1636630875.8721933; 0; 0; 0; 0; 0; 0; 0; 
1636630876.8991823; 0; 0; 0; 0; 0; 0; 0; 
1636630877.9263847; 0; 0; 0; 0; 0; 0; 0; 
1636630878.956507; 0; 0; 0; 0; 0; 0; 0; 
1636630879.9884431; 0; 0; 0; 0; 0; 0; 0; 
1636630881.0189993; 0; 0; 0; 0; 0; 0; 0; 
1636630882.0506618; 0; 0; 0; 0; 0; 0; 0; 
1636630883.0807128; 0; 0; 0; 0; 0; 0; 0; 
1636630884.1078935; 0; 0; 0; 0; 0; 0; 0; 
1636630885.1375427; 0; 0; 0; 0; 0; 0; 0; 
1636630886.167334; 0; 0; 0; 0; 0; 0; 0; 
1636630887.1951032; 0; 0; 0; 0; 0; 0; 0; 
1636630888.222786; 0; 0; 0; 0; 0; 0; 0; 
1636630889.2505481; 0; 0; 0; 0; 0; 0; 0; 
1636630890.2783875; 0; 0; 0; 0; 0; 0; 0; 
1636630891.3080409; 0; 0; 0; 0; 0; 0; 0; 
1636630892.3371623; 0; 0; 0; 0; 0; 0; 0; 
1636630893.3645704; 0; 0; 0; 0; 0; 0; 0; 
1636630894.396945; 0; 0; 0; 0; 0; 0; 0; 
1636630895.4249384; 0; 0; 0; 0; 0; 0; 0; 
1636630896.4545453; 0; 0; 0; 0; 0; 0; 0; 
1636630897.48455; 0; 0; 0; 0; 0; 0; 0; 
1636630898.5121884; 0; 0; 0; 0; 0; 0; 0; 
1636630899.5459535; 0; 0; 0; 0; 0; 0; 0; 
1636630900.575401; 0; 0; 0; 0; 0; 0; 0; 
1636630901.6018374; 0; 0; 0; 0; 0; 0; 0; 
1636630902.6277444; 0; 0; 0; 0; 0; 0; 0; 
1636630903.6569374; 0; 0; 0; 0; 0; 0; 0; 
1636630904.68499; 0; 0; 0; 0; 0; 0; 0; 
1636630905.714312; 0; 0; 0; 0; 0; 0; 0; 
1636630906.743651; 0; 0; 0; 0; 0; 0; 0; 
